email,filial_id,reg_timestamp,orders_last_month,payment_sum
MartinBradley@Tagfeed.biz,1,1439600671875313921,6,4933.99
aspernatur@Zoovu.net,1,1445671990725753278,2,2058.40
lSanchez@Twiyo.biz,1,1417844168420012094,8,4450.68
mPatterson@Zoomcast.info,2,1454539661375158729,10,13351.52
aperiam_necessitatibus@Voomm.org,2,1444927812773752757,2,1787.41
dolorem@Rhyloo.net,2,1463041086815605064,10,9067.06
6Gardner@Photobug.mil,2,1456002022648825054,7,6712.89
et_sunt_dicta@Wikibox.com,1,1460781453828984164,14,15841.76
et_quaerat_magni@Skajo.org,1,1455621858504756808,8,7223.96
KellyCooper@Digitube.edu,2,1407052790952720249,5,3199.69
GregoryStewart@Trilia.info,1,1414213216927339872,1,841.23
commodi_dicta@Thoughtbeat.info,2,1407214000307787596,8,5763.68
HowardWarren@Skiba.name,1,1446876765789145415,1,641.58
CarolynThomas@Devify.name,1,1426416605490331800,9,8096.13
necessitatibus_in@Midel.net,2,1417969675331086564,0,0.00
BrendaHudson@Flashspan.mil,1,1424376012846741109,5,4532.55
LouisRoberts@Plambee.biz,2,1420947745308953602,8,6804.73
et_enim_sed@LiveZ.net,2,1444961599829101124,6,6034.01
est_nostrum@Ntags.name,1,1469590608670279464,9,7857.85
blanditiis_ullam@Oyoloo.edu,1,1403784712976258102,3,2455.98
aliquam_recusandae@Skinte.mil,2,1402552777486696019,6,833.48
ut@Shuffletag.name,1,1428821118836447276,1,818.39
et_ipsum@Katz.mil,2,1469851398667754698,11,6325.33
RalphElliott@Zoozzy.biz,2,1425322389966020428,9,5939.08
KellyMorales@Aivee.mil,1,1444369850720406654,5,1935.00
wHill@Babbleblab.edu,2,1425869479512572271,3,1590.60
DorisHayes@Yadel.net,1,1423420034396410849,6,7248.61
RyanReynolds@Kanoodle.info,1,1403897891214897152,10,7651.80
2Butler@Jaxworks.net,1,1428903661523681043,12,4279.33
ClarenceHenderson@Thoughtmix.org,1,1420650303291903893,4,2837.04
GloriaMartin@Babbleblab.biz,1,1469068862572196138,2,1104.21
itaque_et_distinctio@Roodel.edu,1,1454628590165721561,7,6594.30
uMitchell@Bubblebox.org,1,1405442936361016994,2,1906.49
dGonzales@Rhyzio.gov,1,1450876166563758439,7,4082.96
nihil_qui@Realcube.net,2,1432785437761502626,11,13871.58
eElliott@Talane.mil,2,1401871673806762529,6,5231.55
aut_aut@Twitterwire.mil,2,1409120828235469344,9,7238.31
6Spencer@Dabjam.info,1,1421567448054238998,2,604.62
hRobinson@Izio.edu,2,1455007556752728661,4,4427.70
EvelynMeyer@Zoomzone.org,1,1466103308438558992,6,3647.55
vel_aut@Meejo.gov,1,1405224632312852299,8,7924.86
iusto@Photobug.name,1,1420921988516406885,10,9712.98
impedit_consequatur_quia@Rooxo.name,2,1415028827124561569,1,212.53
hColeman@Skippad.info,2,1447241715515183194,5,3889.27
sJohnson@Meejo.gov,1,1447122263367239177,6,5155.64
aperiam@Quamba.biz,2,1402523261216242997,5,1729.98
lWagner@Thoughtbeat.edu,1,1468205691016453204,15,3466.91
PaulaRichards@Roomm.gov,1,1441255626433671234,3,1686.82
quidem@Yozio.net,2,1423508957433291197,5,4622.92
error_veniam_ut@Skyble.gov,1,1418073769399706312,1,370.30
DeborahChapman@Trudeo.edu,1,1408878879801878426,0,0.00
PhyllisHansen@Kaymbo.edu,2,1443281958070770671,4,3580.86
pWagner@Browseblab.org,1,1452120016899577920,2,1218.96
AshleyTorres@Yamia.gov,2,1410116128377193325,2,1273.35
cMorales@Dabshots.name,1,1462076343187227361,5,5057.41
DianaPerez@Gabvine.mil,1,1438219293790322547,9,10282.72
BobbyRamirez@Kwilith.biz,2,1419166599000277870,11,7235.36
et@Avaveo.mil,2,1464651162991028296,3,2022.07
VictorNichols@Brainsphere.org,2,1447571698945720699,1,88.61
GeorgePalmer@Brainbox.net,2,1467422662523381242,3,2250.35
gEvans@Kanoodle.biz,2,1404152695613197844,10,5541.00
GaryGriffin@Brainverse.mil,1,1428950619140965082,8,6937.55
optio@Quire.gov,1,1451762184654303560,13,4894.56
ChrisRussell@Skimia.com,2,1434187865108193195,5,2982.90
RaymondGray@Shufflester.org,1,1411224623783566083,2,290.58
AndrewSmith@Voonte.com,2,1407527804140492529,4,3438.94
BeverlyPrice@Browseblab.info,2,1465603192794492350,0,0.00
dolorem@Jabbercube.info,2,1456525791625779885,1,476.63
AnneHunter@Einti.gov,1,1434115261504550565,6,7917.83
nam_rerum_ut@Jazzy.gov,2,1426536658791321315,3,2442.44
doloremque_deserunt@Jabbertype.biz,1,1402288992490426418,5,3370.26
SamuelMartin@Kazio.com,2,1443256201622275426,9,3142.62
vOliver@Aivee.gov,2,1418070507863030565,2,2232.28
JudyPierce@Blogspan.com,1,1455756091845478328,3,2422.44
dBennett@Devshare.gov,1,1445540797440761287,0,0.00
hGeorge@Pixope.name,2,1456366033589194393,1,1220.81
accusantium_aut_numquam@Feednation.com,2,1409943924784796035,5,4387.38
2Fields@Photobug.name,1,1450208566106289866,4,4500.12
iDixon@Jatri.name,1,1406832328428298361,1,452.12
9Webb@Skinder.gov,1,1404062308328794491,1,480.89
voluptas_et@Dabshots.net,2,1404931956407224457,8,7948.89
ut@Jaxbean.mil,1,1437874807276885974,5,3899.62
eBailey@Kayveo.org,2,1421098415639954978,8,12461.91
tGordon@Meetz.org,1,1416896340306000655,14,9114.92
bPhillips@Feednation.mil,2,1444987586342338034,13,19092.18
EugeneNichols@Livetube.org,2,1463320151954592136,4,3150.92
explicabo_illum@Gigazoom.mil,1,1441002254185254092,4,1491.13
1Griffin@Mynte.com,2,1447244950353233808,8,4912.47
6Pierce@Skippad.gov,2,1461474414578628201,12,12549.99
pNelson@Ntags.name,2,1424849945120094925,3,2428.19
bRogers@Twimbo.name,2,1460353787593563488,4,4991.39
TammyRamirez@Linkbridge.name,1,1452399422626992518,10,7728.47
dolorum@Voolia.com,2,1414516254916547734,13,5586.06
totam_deleniti@LiveZ.com,2,1464432239059884934,6,7074.34
illo_qui@Linktype.biz,2,1463252877849507876,3,2470.99
vHall@Cogilith.name,1,1450123622412901428,9,6915.95
voluptas@Demimbu.name,2,1439138401225023759,4,3249.86
MargaretSimmons@Plambee.com,2,1454797066535054807,19,22572.26
voluptates_quidem_at@Oyondu.name,2,1452013791037919224,2,1688.68
neque_reiciendis@Meeveo.mil,2,1405348569062296356,8,8461.36
HenryMcdonald@Youtags.info,2,1469884714623438637,1,909.30
9Richardson@Kazu.gov,2,1422886294446089230,5,6749.29
et@Zazio.mil,1,1418503970903968257,4,2487.93
7Meyer@Rhybox.gov,2,1414587733341669488,11,12875.18
5Porter@Talane.com,2,1411654502751520445,1,928.94
laboriosam_deserunt_molestiae@Youopia.gov,2,1436370538621775510,8,8082.04
5Alexander@Fanoodle.edu,2,1420857877293790841,4,2173.57
DianaCook@Youspan.biz,1,1401753010399050911,7,6945.97
MarieHarris@Cogibox.mil,1,1428356716836142547,9,5423.19
et@Buzzbean.biz,1,1413729550814944949,0,0.00
architecto_minus_in@Zoomcast.info,2,1463613536602385883,5,5116.93
ex@Vinte.info,1,1435986458088197164,2,1879.98
hKennedy@Oyoloo.info,1,1433982540915226268,1,449.07
DonaldMatthews@Skidoo.org,2,1404770218608207084,7,4518.76
culpa_magni@Tazzy.edu,1,1408644839990474826,6,3959.77
recusandae@Zoovu.info,2,1465288681932518471,18,22903.08
WillieJordan@Topicblab.info,1,1430811152075716057,7,3299.54
nostrum@Realbuzz.mil,2,1465005702258128640,6,3539.40
non_quia_voluptas@Browseblab.biz,1,1416498229306303622,4,3922.22
PhilipCarter@Pixoboo.org,2,1422628492395953578,8,6640.53
vSanders@Bubbletube.info,2,1442967870237517182,8,5529.68
velit_eum_ratione@Gabvine.org,1,1413937726461411374,2,2245.83
rWells@Wikizz.gov,2,1452215412009892567,9,7559.78
MarkKnight@Teklist.info,1,1437712502163480694,9,4031.38
DebraSanders@Flashpoint.org,2,1417938192691389443,3,2100.96
iGutierrez@Shufflester.com,1,1414812333042505480,6,1303.05
oBowman@Demizz.info,1,1437950676790277837,1,527.32
BrianLynch@Kwinu.gov,1,1451241142379291590,1,702.54
kSmith@Thoughtmix.org,1,1469383898365119903,1,487.34
wReid@Mycat.org,1,1470228534758862002,5,3985.10
oMorrison@Skimia.info,2,1452448412294320958,6,4394.05
GarySullivan@Riffpedia.org,1,1418537530605846955,3,2053.14
